Classe,level_1,antecedents,consequents,support,confidence,lift
ethnicity,47,frozenset({'ass'}),"frozenset({'obama', 'dumb'})",0.12185929648241206,0.4825870646766169,3.594285880538826
ethnicity,167,frozenset({'ass'}),"frozenset({'nigger', 'obama', 'dumb'})",0.11385050251256282,0.45087064676616917,3.575522140232833
ethnicity,181,frozenset({'ass'}),"frozenset({'nigger', 'obama', 'fuck'})",0.11385050251256282,0.45087064676616917,3.575522140232833
ethnicity,237,frozenset({'ass'}),"frozenset({'nigger', 'obama', 'fuck', 'dumb'})",0.11385050251256282,0.45087064676616917,3.575522140232833
ethnicity,158,"frozenset({'nigger', 'obama', 'dumb'})",frozenset({'ass'}),0.11385050251256282,0.9028642590286425,3.5755221402328328
ethnicity,216,"frozenset({'nigger', 'obama', 'fuck', 'dumb'})",frozenset({'ass'}),0.11385050251256282,0.9028642590286425,3.5755221402328328
ethnicity,172,"frozenset({'nigger', 'obama', 'fuck'})",frozenset({'ass'}),0.11385050251256282,0.9028642590286425,3.5755221402328328
ethnicity,63,"frozenset({'nigger', 'obama'})",frozenset({'ass'}),0.11400753768844221,0.8996282527881041,3.5627069115389594
ethnicity,66,frozenset({'ass'}),"frozenset({'nigger', 'obama'})",0.11400753768844221,0.4514925373134328,3.5627069115389594
ethnicity,67,frozenset({'obama'}),"frozenset({'nigger', 'ass'})",0.11400753768844221,0.8278221208665907,3.542722624783904
ethnicity,62,"frozenset({'nigger', 'ass'})",frozenset({'obama'}),0.11400753768844221,0.48790322580645157,3.5427226247839037
ethnicity,6,frozenset({'ass'}),frozenset({'obama'}),0.12201633165829145,0.4832089552238806,3.508636974761313
ethnicity,7,frozenset({'obama'}),frozenset({'ass'}),0.12201633165829145,0.8859749144811858,3.5086369747613126
ethnicity,146,"frozenset({'ass', 'obama'})","frozenset({'fuck', 'dumb'})",0.12185929648241206,0.9987129987129988,1.6566304703840524
ethnicity,151,"frozenset({'fuck', 'dumb'})","frozenset({'ass', 'obama'})",0.12185929648241206,0.20213597290961188,1.6566304703840522
ethnicity,221,"frozenset({'nigger', 'ass', 'obama'})","frozenset({'fuck', 'dumb'})",0.11385050251256282,0.9986225895316805,1.6564805027709668
ethnicity,232,"frozenset({'fuck', 'dumb'})","frozenset({'nigger', 'ass', 'obama'})",0.11385050251256282,0.1888512633498307,1.6564805027709668
ethnicity,188,"frozenset({'nigger', 'obama'})","frozenset({'fuck', 'dumb'})",0.1260992462311558,0.9950433705080546,1.6505434184410763
ethnicity,193,"frozenset({'fuck', 'dumb'})","frozenset({'nigger', 'obama'})",0.1260992462311558,0.20916905444126077,1.6505434184410763
ethnicity,96,frozenset({'dumb'}),"frozenset({'obama', 'fuck'})",0.13426507537688442,0.21883798310724342,1.6298950601484516
ethnicity,93,"frozenset({'obama', 'fuck'})",frozenset({'dumb'}),0.13426507537688442,1.0,1.6298950601484516
ethnicity,185,"frozenset({'nigger', 'obama', 'fuck'})",frozenset({'dumb'}),0.1260992462311558,1.0,1.6298950601484516
ethnicity,143,"frozenset({'ass', 'obama', 'fuck'})",frozenset({'dumb'}),0.12185929648241206,1.0,1.6298950601484516
ethnicity,196,frozenset({'dumb'}),"frozenset({'nigger', 'obama', 'fuck'})",0.1260992462311558,0.20552853852060407,1.6298950601484516
ethnicity,238,frozenset({'dumb'}),"frozenset({'nigger', 'ass', 'obama', 'fuck'})",0.11385050251256282,0.18556437164064501,1.6298950601484516
ethnicity,215,"frozenset({'nigger', 'ass', 'obama', 'fuck'})",frozenset({'dumb'}),0.11385050251256282,1.0,1.6298950601484516
ethnicity,154,frozenset({'dumb'}),"frozenset({'ass', 'obama', 'fuck'})",0.12185929648241206,0.198617865369849,1.6298950601484514
ethnicity,44,"frozenset({'ass', 'obama'})",frozenset({'dumb'}),0.12185929648241206,0.9987129987129988,1.6277973831083636
ethnicity,49,frozenset({'dumb'}),"frozenset({'ass', 'obama'})",0.12185929648241206,0.198617865369849,1.6277973831083634
ethnicity,156,"frozenset({'nigger', 'ass', 'obama'})",frozenset({'dumb'}),0.11385050251256282,0.9986225895316805,1.6276500256303408
ethnicity,169,frozenset({'dumb'}),"frozenset({'nigger', 'ass', 'obama'})",0.11385050251256282,0.18556437164064501,1.6276500256303408
ethnicity,104,"frozenset({'nigger', 'obama'})",frozenset({'dumb'}),0.1260992462311558,0.9950433705080546,1.6218162742245437
ethnicity,109,frozenset({'dumb'}),"frozenset({'nigger', 'obama'})",0.1260992462311558,0.20552853852060407,1.6218162742245437
ethnicity,129,"frozenset({'nigger', 'ass', 'fuck'})",frozenset({'dumb'}),0.22738693467336685,0.9931412894375857,1.6187160816837844
ethnicity,140,frozenset({'dumb'}),"frozenset({'nigger', 'ass', 'fuck'})",0.22738693467336685,0.3706168415664193,1.6187160816837844
ethnicity,95,frozenset({'obama'}),"frozenset({'fuck', 'dumb'})",0.13426507537688442,0.9749144811858609,1.6171543152361456
ethnicity,94,"frozenset({'fuck', 'dumb'})",frozenset({'obama'}),0.13426507537688442,0.22271424850221413,1.6171543152361456
ethnicity,205,"frozenset({'nigger', 'dumb'})","frozenset({'rt', 'fuck'})",0.10489949748743718,0.17870518994114498,1.6141768078655478
ethnicity,204,"frozenset({'rt', 'fuck'})","frozenset({'nigger', 'dumb'})",0.10489949748743718,0.9475177304964538,1.6141768078655478
ethnicity,132,"frozenset({'nigger', 'ass'})","frozenset({'fuck', 'dumb'})",0.22738693467336685,0.9731182795698925,1.6141748383175505
ethnicity,137,"frozenset({'fuck', 'dumb'})","frozenset({'nigger', 'ass'})",0.22738693467336685,0.37718155769731704,1.6141748383175503
ethnicity,36,frozenset({'dumb'}),"frozenset({'ass', 'fuck'})",0.2394786432160804,0.3903250575889429,1.6140194589132393
ethnicity,33,"frozenset({'ass', 'fuck'})",frozenset({'dumb'}),0.2394786432160804,0.9902597402597402,1.6140194589132393
ethnicity,228,"frozenset({'ass', 'obama'})","frozenset({'nigger', 'fuck', 'dumb'})",0.11385050251256282,0.9330759330759332,1.6106878671259264
ethnicity,225,"frozenset({'nigger', 'fuck', 'dumb'})","frozenset({'ass', 'obama'})",0.11385050251256282,0.1965302249932231,1.6106878671259262
ethnicity,210,frozenset({'dumb'}),"frozenset({'rt', 'nigger', 'fuck'})",0.10489949748743718,0.17097517276682878,1.6082273267048237
ethnicity,199,"frozenset({'rt', 'nigger', 'fuck'})",frozenset({'dumb'}),0.10489949748743718,0.9867060561299852,1.6082273267048237
ethnicity,99,"frozenset({'rt', 'fuck'})",frozenset({'dumb'}),0.1088253768844221,0.9829787234042553,1.6021521655076267
ethnicity,102,frozenset({'dumb'}),"frozenset({'rt', 'fuck'})",0.1088253768844221,0.17737394420271307,1.6021521655076267
ethnicity,133,"frozenset({'nigger', 'dumb'})","frozenset({'ass', 'fuck'})",0.22738693467336685,0.38737292669876944,1.6018122059855608
ethnicity,136,"frozenset({'ass', 'fuck'})","frozenset({'nigger', 'dumb'})",0.22738693467336685,0.9402597402597402,1.6018122059855606
ethnicity,192,"frozenset({'obama', 'fuck'})","frozenset({'nigger', 'dumb'})",0.1260992462311558,0.9391812865497077,1.5999749686325677
ethnicity,189,"frozenset({'nigger', 'dumb'})","frozenset({'obama', 'fuck'})",0.1260992462311558,0.21482075976458,1.5999749686325677
ethnicity,43,frozenset({'dumb'}),"frozenset({'nigger', 'ass'})",0.2292713567839196,0.37368825185564375,1.5992249918123247
ethnicity,38,"frozenset({'nigger', 'ass'})",frozenset({'dumb'}),0.2292713567839196,0.9811827956989247,1.5992249918123247
ethnicity,155,frozenset({'fuck'}),"frozenset({'ass', 'obama', 'dumb'})",0.12185929648241206,0.19473023839397743,1.5979924717691345
ethnicity,240,frozenset({'fuck'}),"frozenset({'nigger', 'ass', 'obama', 'dumb'})",0.11385050251256282,0.1819322459222083,1.5979924717691343
ethnicity,197,frozenset({'fuck'}),"frozenset({'nigger', 'obama', 'dumb'})",0.1260992462311558,0.20150564617314934,1.5979924717691343
ethnicity,213,"frozenset({'nigger', 'ass', 'obama', 'dumb'})",frozenset({'fuck'}),0.11385050251256282,1.0,1.5979924717691343
ethnicity,97,frozenset({'fuck'}),"frozenset({'obama', 'dumb'})",0.13426507537688442,0.21455457967377667,1.5979924717691343
ethnicity,142,"frozenset({'ass', 'obama', 'dumb'})",frozenset({'fuck'}),0.12185929648241206,1.0,1.5979924717691343
ethnicity,92,"frozenset({'obama', 'dumb'})",frozenset({'fuck'}),0.13426507537688442,1.0,1.5979924717691343
ethnicity,184,"frozenset({'nigger', 'obama', 'dumb'})",frozenset({'fuck'}),0.1260992462311558,1.0,1.5979924717691343
ethnicity,206,"frozenset({'nigger', 'fuck'})","frozenset({'rt', 'dumb'})",0.10489949748743718,0.17732943987257763,1.5972190567306568
ethnicity,203,"frozenset({'rt', 'dumb'})","frozenset({'nigger', 'fuck'})",0.10489949748743718,0.9448373408769448,1.5972190567306568
ethnicity,87,"frozenset({'nigger', 'fuck'})",frozenset({'dumb'}),0.5793027638190955,0.9792938677993098,1.596146237559766
ethnicity,90,frozenset({'dumb'}),"frozenset({'nigger', 'fuck'})",0.5793027638190955,0.9442027130790889,1.5961462375597657
ethnicity,56,"frozenset({'ass', 'obama'})",frozenset({'fuck'}),0.12185929648241206,0.9987129987129988,1.5959358534013492
ethnicity,61,frozenset({'fuck'}),"frozenset({'ass', 'obama'})",0.12185929648241206,0.19473023839397743,1.5959358534013492
ethnicity,183,frozenset({'fuck'}),"frozenset({'nigger', 'ass', 'obama'})",0.11385050251256282,0.1819322459222083,1.5957913802102237
ethnicity,170,"frozenset({'nigger', 'ass', 'obama'})",frozenset({'fuck'}),0.11385050251256282,0.9986225895316805,1.5957913802102237
ethnicity,72,frozenset({'dumb'}),"frozenset({'bitch', 'fuck'})",0.10521356783919598,0.17148707448169953,1.5942039274444708
ethnicity,69,"frozenset({'bitch', 'fuck'})",frozenset({'dumb'}),0.10521356783919598,0.9781021897810219,1.5942039274444708
ethnicity,233,"frozenset({'nigger', 'dumb'})","frozenset({'ass', 'obama', 'fuck'})",0.11385050251256282,0.19395398608881756,1.591622401306173
ethnicity,220,"frozenset({'ass', 'obama', 'fuck'})","frozenset({'nigger', 'dumb'})",0.11385050251256282,0.9342783505154639,1.5916224013061728
ethnicity,121,frozenset({'fuck'}),"frozenset({'nigger', 'obama'})",0.1260992462311558,0.20150564617314934,1.5900718151556568
ethnicity,116,"frozenset({'nigger', 'obama'})",frozenset({'fuck'}),0.1260992462311558,0.9950433705080546,1.5900718151556565
ethnicity,163,"frozenset({'ass', 'obama'})","frozenset({'nigger', 'dumb'})",0.11385050251256282,0.9330759330759332,1.589573981227272
ethnicity,162,"frozenset({'nigger', 'dumb'})","frozenset({'ass', 'obama'})",0.11385050251256282,0.19395398608881756,1.5895739812272718
ethnicity,135,"frozenset({'ass', 'dumb'})","frozenset({'nigger', 'fuck'})",0.22738693467336685,0.9402597402597402,1.5894807608107315
ethnicity,134,"frozenset({'nigger', 'fuck'})","frozenset({'ass', 'dumb'})",0.22738693467336685,0.3843907618794797,1.5894807608107315
ethnicity,18,frozenset({'obama'}),frozenset({'dumb'}),0.13426507537688442,0.9749144811858609,1.5890082969520252
ethnicity,19,frozenset({'dumb'}),frozenset({'obama'}),0.13426507537688442,0.21883798310724342,1.5890082969520252
ethnicity,191,"frozenset({'obama', 'dumb'})","frozenset({'nigger', 'fuck'})",0.1260992462311558,0.9391812865497077,1.5876576673078147
ethnicity,190,"frozenset({'nigger', 'fuck'})","frozenset({'obama', 'dumb'})",0.1260992462311558,0.21316697637377224,1.5876576673078147
ethnicity,128,"frozenset({'nigger', 'ass', 'dumb'})",frozenset({'fuck'}),0.22738693467336685,0.9917808219178083,1.584858287069662
ethnicity,141,frozenset({'fuck'}),"frozenset({'nigger', 'ass', 'dumb'})",0.22738693467336685,0.36336260978670015,1.584858287069662
ethnicity,32,"frozenset({'ass', 'dumb'})",frozenset({'fuck'}),0.2394786432160804,0.9902597402597402,1.5824276100311232
ethnicity,37,frozenset({'fuck'}),"frozenset({'ass', 'dumb'})",0.2394786432160804,0.3826850690087829,1.582427610031123
ethnicity,195,frozenset({'obama'}),"frozenset({'nigger', 'fuck', 'dumb'})",0.1260992462311558,0.9156214367160777,1.580557687451337
ethnicity,186,"frozenset({'nigger', 'fuck', 'dumb'})",frozenset({'obama'}),0.1260992462311558,0.21767416644076987,1.580557687451337
ethnicity,217,"frozenset({'ass', 'obama', 'dumb'})","frozenset({'nigger', 'fuck'})",0.11385050251256282,0.9342783505154639,1.5793694016677657
ethnicity,236,"frozenset({'nigger', 'fuck'})","frozenset({'ass', 'obama', 'dumb'})",0.11385050251256282,0.192460844173082,1.5793694016677657
ethnicity,176,"frozenset({'nigger', 'fuck'})","frozenset({'ass', 'obama'})",0.11385050251256282,0.192460844173082,1.577336751215169
ethnicity,177,"frozenset({'ass', 'obama'})","frozenset({'nigger', 'fuck'})",0.11385050251256282,0.9330759330759332,1.577336751215169
ethnicity,86,"frozenset({'nigger', 'dumb'})",frozenset({'fuck'}),0.5793027638190955,0.9868913857677903,1.5770450049107376
ethnicity,91,frozenset({'fuck'}),"frozenset({'nigger', 'dumb'})",0.5793027638190955,0.9257214554579675,1.5770450049107374
ethnicity,68,"frozenset({'bitch', 'dumb'})",frozenset({'fuck'}),0.10521356783919598,0.9867452135493374,1.576811422806068
ethnicity,73,frozenset({'fuck'}),"frozenset({'bitch', 'dumb'})",0.10521356783919598,0.1681304893350063,1.576811422806068
ethnicity,79,frozenset({'dumb'}),"frozenset({'bitch', 'nigger'})",0.10034547738693467,0.16355259790120297,1.5732672861553785
ethnicity,74,"frozenset({'bitch', 'nigger'})",frozenset({'dumb'}),0.10034547738693467,0.9652567975830815,1.5732672861553783
ethnicity,35,frozenset({'ass'}),"frozenset({'fuck', 'dumb'})",0.2394786432160804,0.9483830845771144,1.5731449550891026
ethnicity,34,"frozenset({'fuck', 'dumb'})",frozenset({'ass'}),0.2394786432160804,0.39723886428757493,1.5731449550891026
ethnicity,211,frozenset({'fuck'}),"frozenset({'rt', 'nigger', 'dumb'})",0.10489949748743718,0.16762860727728984,1.5721045230364974
ethnicity,198,"frozenset({'rt', 'nigger', 'dumb'})",frozenset({'fuck'}),0.10489949748743718,0.98379970544919,1.5721045230364974
ethnicity,15,frozenset({'fuck'}),frozenset({'dumb'}),0.602858040201005,0.9633626097867001,1.5701799588230627
ethnicity,14,frozenset({'dumb'}),frozenset({'fuck'}),0.602858040201005,0.9825953416943947,1.5701799588230627
ethnicity,103,frozenset({'fuck'}),"frozenset({'rt', 'dumb'})",0.1088253768844221,0.1739021329987453,1.5663490564865772
ethnicity,98,"frozenset({'rt', 'dumb'})",frozenset({'fuck'}),0.1088253768844221,0.9801980198019802,1.5663490564865772
ethnicity,50,"frozenset({'nigger', 'ass'})",frozenset({'fuck'}),0.22895728643216082,0.9798387096774194,1.5657748816124986
ethnicity,55,frozenset({'fuck'}),"frozenset({'nigger', 'ass'})",0.22895728643216082,0.36587202007528236,1.5657748816124986
ethnicity,0,frozenset({'ass'}),frozenset({'dumb'}),0.24183417085427136,0.9577114427860697,1.5609691496446614
ethnicity,1,frozenset({'dumb'}),frozenset({'ass'}),0.24183417085427136,0.3941643204504735,1.5609691496446612
ethnicity,105,"frozenset({'nigger', 'dumb'})",frozenset({'obama'}),0.1260992462311558,0.21482075976458,1.559838766454784
ethnicity,108,frozenset({'obama'}),"frozenset({'nigger', 'dumb'})",0.1260992462311558,0.9156214367160777,1.559838766454784
ethnicity,25,frozenset({'fuck'}),frozenset({'obama'}),0.13426507537688442,0.21455457967377667,1.5579060015537172
ethnicity,24,frozenset({'obama'}),frozenset({'fuck'}),0.13426507537688442,0.9749144811858609,1.557906001553717
ethnicity,139,frozenset({'ass'}),"frozenset({'nigger', 'fuck', 'dumb'})",0.22738693467336685,0.900497512437811,1.5544505717549417
ethnicity,130,"frozenset({'nigger', 'fuck', 'dumb'})",frozenset({'ass'}),0.22738693467336685,0.3925182976416373,1.5544505717549417
ethnicity,207,"frozenset({'fuck', 'dumb'})","frozenset({'rt', 'nigger'})",0.10489949748743718,0.1740036467830164,1.5540746461630415
ethnicity,202,"frozenset({'rt', 'nigger'})","frozenset({'fuck', 'dumb'})",0.10489949748743718,0.9368863955119214,1.5540746461630415
ethnicity,110,"frozenset({'rt', 'nigger'})",frozenset({'dumb'}),0.10662688442211055,0.9523141654978962,1.552172154054416
ethnicity,115,frozenset({'dumb'}),"frozenset({'rt', 'nigger'})",0.10662688442211055,0.17379063219861787,1.552172154054416
ethnicity,117,"frozenset({'nigger', 'fuck'})",frozenset({'obama'}),0.1260992462311558,0.21316697637377224,1.5478304510241525
ethnicity,120,frozenset({'obama'}),"frozenset({'nigger', 'fuck'})",0.1260992462311558,0.9156214367160777,1.5478304510241525
ethnicity,42,frozenset({'ass'}),"frozenset({'nigger', 'dumb'})",0.2292713567839196,0.9079601990049752,1.5467871983048909
ethnicity,39,"frozenset({'nigger', 'dumb'})",frozenset({'ass'}),0.2292713567839196,0.39058319957196364,1.5467871983048906
ethnicity,85,frozenset({'fuck'}),"frozenset({'bitch', 'nigger'})",0.10034547738693467,0.1603513174404015,1.5424730958617472
ethnicity,80,"frozenset({'bitch', 'nigger'})",frozenset({'fuck'}),0.10034547738693467,0.9652567975830815,1.5424730958617472
ethnicity,51,"frozenset({'nigger', 'fuck'})",frozenset({'ass'}),0.22895728643216082,0.3870453942129015,1.5327767850421372
ethnicity,54,frozenset({'ass'}),"frozenset({'nigger', 'fuck'})",0.22895728643216082,0.9067164179104478,1.5327767850421372
ethnicity,2,frozenset({'ass'}),frozenset({'fuck'}),0.24183417085427136,0.9577114427860697,1.5304156756992953
ethnicity,3,frozenset({'fuck'}),frozenset({'ass'}),0.24183417085427136,0.3864491844416562,1.5304156756992953
ethnicity,122,"frozenset({'rt', 'nigger'})",frozenset({'fuck'}),0.10631281407035176,0.9495091164095372,1.5173084198986029
ethnicity,127,frozenset({'fuck'}),"frozenset({'rt', 'nigger'})",0.10631281407035176,0.1698870765370138,1.5173084198986029
ethnicity,70,"frozenset({'fuck', 'dumb'})",frozenset({'bitch'}),0.10521356783919598,0.1745246157853608,1.5141318165138657
ethnicity,71,frozenset({'bitch'}),"frozenset({'fuck', 'dumb'})",0.10521356783919598,0.9128065395095367,1.5141318165138657
ethnicity,9,frozenset({'dumb'}),frozenset({'bitch'}),0.10662688442211055,0.17379063219861787,1.5077639589111698
ethnicity,8,frozenset({'bitch'}),frozenset({'dumb'}),0.10662688442211055,0.925068119891008,1.5077639589111695
ethnicity,11,frozenset({'fuck'}),frozenset({'bitch'}),0.10756909547738694,0.17189460476787957,1.4913145002205137
ethnicity,10,frozenset({'bitch'}),frozenset({'fuck'}),0.10756909547738694,0.9332425068119891,1.4913145002205135
ethnicity,77,frozenset({'bitch'}),"frozenset({'nigger', 'dumb'})",0.10034547738693467,0.8705722070844686,1.4830935833905554
ethnicity,76,"frozenset({'nigger', 'dumb'})",frozenset({'bitch'}),0.10034547738693467,0.17094703049759227,1.4830935833905552
ethnicity,83,frozenset({'bitch'}),"frozenset({'nigger', 'fuck'})",0.10034547738693467,0.8705722070844686,1.4716760856686741
ethnicity,82,"frozenset({'nigger', 'fuck'})",frozenset({'bitch'}),0.10034547738693467,0.16963100610565435,1.4716760856686741
ethnicity,113,frozenset({'rt'}),"frozenset({'nigger', 'dumb'})",0.10662688442211055,0.8594936708860759,1.4642203574645616
ethnicity,112,"frozenset({'nigger', 'dumb'})",frozenset({'rt'}),0.10662688442211055,0.18164794007490637,1.4642203574645616
ethnicity,200,"frozenset({'rt', 'fuck', 'dumb'})",frozenset({'nigger'}),0.10489949748743718,0.963924963924964,1.460798231859631
ethnicity,209,frozenset({'nigger'}),"frozenset({'rt', 'fuck', 'dumb'})",0.10489949748743718,0.1589719181342218,1.460798231859631
ethnicity,208,frozenset({'rt'}),"frozenset({'nigger', 'fuck', 'dumb'})",0.10489949748743718,0.8455696202531645,1.4596333265850234
ethnicity,201,"frozenset({'nigger', 'fuck', 'dumb'})",frozenset({'rt'}),0.10489949748743718,0.18107888316616969,1.4596333265850234
ethnicity,20,frozenset({'rt'}),frozenset({'dumb'}),0.11102386934673367,0.8949367088607595,1.4586529209176649
ethnicity,21,frozenset({'dumb'}),frozenset({'rt'}),0.11102386934673367,0.1809572562068083,1.4586529209176649
ethnicity,88,"frozenset({'fuck', 'dumb'})",frozenset({'nigger'}),0.5793027638190955,0.9609273248241731,1.456255403255672
ethnicity,89,frozenset({'nigger'}),"frozenset({'fuck', 'dumb'})",0.5793027638190955,0.8779152784388387,1.456255403255672
ethnicity,114,frozenset({'nigger'}),"frozenset({'rt', 'dumb'})",0.10662688442211055,0.16158971918134218,1.4554502570675913
ethnicity,111,"frozenset({'rt', 'dumb'})",frozenset({'nigger'}),0.10662688442211055,0.9603960396039604,1.4554502570675913
ethnicity,126,frozenset({'nigger'}),"frozenset({'rt', 'fuck'})",0.10631281407035176,0.16111375535459305,1.4552799916284376
ethnicity,123,"frozenset({'rt', 'fuck'})",frozenset({'nigger'}),0.10631281407035176,0.9602836879432624,1.4552799916284376
ethnicity,100,"frozenset({'fuck', 'dumb'})",frozenset({'rt'}),0.1088253768844221,0.18051575931232092,1.4550941206339996
ethnicity,101,frozenset({'rt'}),"frozenset({'fuck', 'dumb'})",0.1088253768844221,0.8772151898734176,1.4550941206339993
ethnicity,17,frozenset({'dumb'}),frozenset({'nigger'}),0.5869974874371859,0.9567443050934221,1.4499161672619971
ethnicity,16,frozenset({'nigger'}),frozenset({'dumb'}),0.5869974874371859,0.8895763921941932,1.449916167261997
ethnicity,125,frozenset({'rt'}),"frozenset({'nigger', 'fuck'})",0.10631281407035176,0.8569620253164557,1.448668483465673
ethnicity,124,"frozenset({'nigger', 'fuck'})",frozenset({'rt'}),0.10631281407035176,0.17971860897265726,1.4486684834656727
